i,j,x,y,old,new
1335,1956,-3.5786092,4.493045,4,5
1335,1957,-3.5803776,4.493979,4,5
1335,1958,-3.5821462,4.494913,4,5
1335,1959,-3.5839145,4.495847,4,5
1335,1960,-3.5856829,4.4967813,4,5
1335,1961,-3.5874517,4.4977155,4,5
1335,1962,-3.58922,4.4986496,4,5
1335,1963,-3.5909886,4.4995837,4,5
1335,1964,-3.592757,4.500518,4,5
1335,1965,-3.5945253,4.5014515,4,5
1335,1966,-3.596294,4.5023856,4,5
1335,1967,-3.5980625,4.5033197,4,5
1335,1968,-3.5998309,4.504254,4,5
1335,1969,-3.6015995,4.505188,4,5
1336,0,-0.11956724,2.6680179,4,5
1336,1,-0.12133571,2.668952,4,5
1336,2,-0.123104185,2.6698859,4,5
1336,3,-0.124872655,2.67082,4,5
1336,4,-0.12664112,2.6717541,4,5
1336,5,-0.1284096,2.6726882,4,5
1336,6,-0.13017806,2.6736221,4,5
1336,963,-1.822606,3.5675192,5,4
1336,964,-1.8243744,3.5684533,5,4
1336,965,-1.8261429,3.5693874,5,4
1336,966,-1.8279114,3.5703213,5,4
1336,1952,-3.5716248,4.4913063,4,5
1336,1953,-3.573393,4.49224,4,5
1336,1954,-3.5751617,4.493174,4,5
1336,1955,-3.5769303,4.494108,4,5
1336,1956,-3.5786986,4.4950423,4,5
1336,1957,-3.580467,4.4959764,4,5
1336,1958,-3.5822356,4.4969106,4,5
1336,1959,-3.584004,4.4978447,4,5
1336,1960,-3.5857723,4.4987783,4,5
1336,1961,-3.587541,4.499713,4,5
1336,1962,-3.5893095,4.5006466,4,5
1336,1963,-3.591078,4.5015807,4,5
1336,1964,-3.5928464,4.502515,4,5
1336,1965,-3.5946147,4.503449,4,5
1336,1966,-3.5963833,4.504383,4,5
1336,1967,-3.598152,4.505317,4,5
1336,1968,-3.5999203,4.5062513,4,5
1336,1969,-3.6016889,4.507185,4,5
1337,0,-0.11965673,2.6700146,4,5
1337,1,-0.1214252,2.6709487,4,5
1337,2,-0.123193674,2.6718826,4,5
1337,3,-0.12496214,2.6728168,4,5
1337,4,-0.12673062,2.6737509,4,5
1337,5,-0.12849909,2.674685,4,5
1337,6,-0.13026756,2.675619,4,2
1337,488,-0.98267114,3.1258366,0,5
1337,964,-1.8244638,3.57045,5,4
1337,965,-1.8262323,3.571384,5,4
1337,966,-1.8280008,3.572318,5,4
1337,967,-1.8297693,3.5732522,5,4
1337,990,-1.8704442,3.5947356,2,5
1337,1954,-3.5752513,4.495171,4,5
1337,1955,-3.57702,4.496105,4,5
1337,1956,-3.5787883,4.497039,4,5
1337,1957,-3.5805566,4.497973,4,5
1337,1958,-3.5823252,4.498907,4,5
1337,1959,-3.5840936,4.499841,4,5
1337,1960,-3.585862,4.5007753,4,5
1337,1961,-3.5876307,4.5017095,4,5
1337,1962,-3.589399,4.5026436,4,5
1337,1963,-3.5911677,4.5035777,4,5
1337,1964,-3.592936,4.504512,4,5
1337,1965,-3.5947044,4.5054455,4,5
1337,1966,-3.596473,4.5063796,4,5
1337,1967,-3.5982416,4.5073137,4,5
1337,1968,-3.60001,4.508248,4,5
1337,1969,-3.6017785,4.509182,4,5
1338,0,-0.11974622,2.6720116,4,5
1338,1,-0.12151469,2.6729457,4,5
1338,2,-0.12328317,2.6738796,4,5
1338,3,-0.12505163,2.6748137,4,5
1338,4,-0.12682012,2.6757479,4,5
1338,5,-0.12858859,2.676682,4,5
1338,966,-1.8280903,3.574315,5,4
1338,967,-1.8298588,3.5752492,5,4
1338,968,-1.8316272,3.5761833,5,4
1338,969,-1.8333957,3.5771174,5,4
1338,1955,-3.5771093,4.498102,4,5
1338,1956,-3.5788777,4.499036,4,5
1338,1957,-3.580646,4.49997,4,5
1338,1958,-3.5824146,4.500904,4,5
1338,1959,-3.584183,4.501838,4,5
1338,1960,-3.5859513,4.5027723,4,5
1338,1961,-3.5877202,4.5037065,4,5
1338,1962,-3.5894885,4.5046406,4,5
1338,1963,-3.591257,4.5055747,4,5
1338,1964,-3.5930254,4.506509,4,5
1338,1965,-3.5947938,4.5074425,4,5
1338,1966,-3.5965624,4.5083766,4,5
1338,1967,-3.598331,4.5093107,4,5
1338,1968,-3.6000993,4.510245,4,5
1338,1969,-3.601868,4.511179,4,5
1339,0,-0.11983573,2.6740088,4,5
1339,1,-0.1216042,2.674943,4,5
1339,2,-0.123372674,2.6758769,4,5
1339,3,-0.12514114,2.676811,4,5
1339,4,-0.12690961,2.677745,4,5
1339,5,-0.12867808,2.6786792,4,2
1339,487,-0.98108166,3.128897,0,5
1339,967,-1.8299483,3.5772464,5,4
1339,968,-1.8317168,3.5781806,5,4
1339,969,-1.8334852,3.5791144,5,4
1339,970,-1.8352537,3.5800486,5,4
1339,989,-1.8688545,3.5977957,2,5
1339,1957,-3.5807354,4.5019674,4,5
1339,1958,-3.582504,4.5029016,4,5
1339,1959,-3.5842724,4.5038357,4,5
1339,1960,-3.5860407,4.5047693,4,5
1339,1961,-3.5878096,4.505704,4,5
1339,1962,-3.589578,4.5066376,4,5
1339,1963,-3.5913465,4.5075717,4,5
1339,1964,-3.5931149,4.508506,4,5
1339,1965,-3.5948832,4.50944,4,5
1339,1966,-3.5966518,4.510374,4,5
1339,1967,-3.5984204,4.511308,4,5
1339,1968,-3.6001887,4.5122423,4,5
1339,1969,-3.6019573,4.513176,4,5
1340,0,-0.11992522,2.6760058,4,5
1340,1,-0.12169369,2.67694,4,5
1340,2,-0.12346217,2.6778738,4,5
1340,3,-0.12523064,2.678808,4,5
1340,4,-0.12699911,2.679742,4,5
1340,969,-1.8335748,3.5811114,5,4
1340,970,-1.8353432,3.5820456,5,4
1340,971,-1.8371118,3.5829797,5,4
1340,972,-1.8388802,3.5839138,5,4
1340,989,-1.868944,3.5997927,2,5
1340,1958,-3.5825937,4.5048985,4,5
1340,1959,-3.584362,4.5058327,4,5
1340,1960,-3.5861304,4.5067663,4,5
1340,1961,-3.5878992,4.507701,4,5
1340,1962,-3.5896676,4.5086346,4,5
1340,1963,-3.5914361,4.5095687,4,5
1340,1964,-3.5932045,4.510503,4,5
1340,1965,-3.5949728,4.511437,4,5
1340,1966,-3.5967414,4.512371,4,5
1340,1967,-3.59851,4.513305,4,5
1340,1968,-3.6002784,4.5142393,4,5
1340,1969,-3.602047,4.515173,4,5
1341,0,-0.12001472,2.6780028,4,5
1341,1,-0.12178319,2.678937,4,5
1341,2,-0.12355167,2.6798708,4,5
1341,3,-0.12532014,2.680805,4,5
1341,4,-0.1270886,2.681739,4,5
1341,486,-0.9794922,3.1319568,0,2
1341,970,-1.8354326,3.5840425,5,4
1341,971,-1.8372012,3.5849767,5,4
1341,972,-1.8389696,3.5859108,5,4
1341,973,-1.840738,3.586845,5,4
1341,988,-1.8672651,3.6008558,2,5
1341,1960,-3.5862198,4.5087633,4,5
1341,1961,-3.5879886,4.509698,4,5
1341,1962,-3.589757,4.5106316,4,5
1341,1963,-3.5915256,4.5115657,4,5
1341,1964,-3.593294,4.5125,4,5
1341,1965,-3.5950623,4.513434,4,5
1341,1966,-3.5968308,4.514368,4,5
1341,1967,-3.5985994,4.515302,4,5
1341,1968,-3.6003678,4.5162363,4,5
1341,1969,-3.6021364,4.51717,4,5
1342,0,-0.120104216,2.6799998,4,5
1342,1,-0.121872686,2.680934,4,5
1342,2,-0.12364116,2.6818678,4,5
1342,3,-0.12540963,2.682802,4,5
1342,4,-0.1271781,2.683736,4,2
1342,972,-1.8390591,3.5879078,5,4
1342,973,-1.8408276,3.588842,5,4
1342,974,-1.842596,3.5897758,5,4
1342,975,-1.8443645,3.59071,5,4
1342,988,-1.8673546,3.6028528,2,5
1342,1961,-3.5880783,4.511695,4,5
1342,1962,-3.5898466,4.5126286,4,5
1342,1963,-3.5916152,4.5135627,4,5
1342,1964,-3.5933836,4.514497,4,5
1342,1965,-3.595152,4.515431,4,5
1342,1966,-3.5969205,4.516365,4,5
1342,1967,-3.598689,4.517299,4,5
1342,1968,-3.6004574,4.5182333,4,5
1342,1969,-3.602226,4.519167,4,5
1343,0,-0.120193705,2.6819968,4,5
1343,1,-0.121962175,2.682931,4,5
1343,2,-0.12373065,2.6838648,4,5
1343,3,-0.12549911,2.684799,4,5
1343,485,-0.9779027,3.1350167,0,2
1343,973,-1.8409171,3.590839,5,4
1343,974,-1.8426856,3.5917728,5,4
1343,975,-1.844454,3.592707,5,4
1343,976,-1.8462225,3.593641,5,4
1343,1963,-3.5917046,4.5155597,4,5
1343,1964,-3.593473,4.516494,4,5
1343,1965,-3.5952413,4.517428,4,5
1343,1966,-3.59701,4.518362,4,5
1343,1967,-3.5987785,4.519296,4,5
1343,1968,-3.6005468,4.5202303,4,5
1343,1969,-3.6023154,4.521164,4,5
1344,0,-0.12028321,2.6839938,4,5
1344,1,-0.12205168,2.684928,4,5
1344,2,-0.123820156,2.6858618,4,5
1344,3,-0.12558863,2.686796,4,2
1344,975,-1.8445436,3.594704,5,4
1344,976,-1.846312,3.595638,5,4
1344,977,-1.8480805,3.596572,5,4
1344,978,-1.849849,3.597506,5,4
1344,987,-1.8657651,3.6059127,2,5
1344,1964,-3.5935624,4.518491,4,5
1344,1965,-3.5953307,4.519425,4,5
1344,1966,-3.5970993,4.520359,4,5
1344,1967,-3.598868,4.521293,4,5
1344,1968,-3.6006362,4.5222273,4,5
1344,1969,-3.6024048,4.523161,4,5
1345,0,-0.120372705,2.6859908,4,5
1345,1,-0.122141175,2.686925,4,5
1345,2,-0.12390965,2.6878588,4,5
1345,3,-0.12567812,2.688793,4,2
1345,484,-0.97631323,3.1380765,0,2
1345,976,-1.8464015,3.597635,5,4
1345,977,-1.8481699,3.598569,5,4
1345,978,-1.8499384,3.599503,5,4
1345,979,-1.8517069,3.6004372,5,4
1345,1966,-3.597189,4.522356,4,5
1345,1967,-3.5989575,4.52329,4,5
1345,1968,-3.600726,4.5242243,4,5
1345,1969,-3.6024945,4.525158,4,5
1346,0,-0.1204622,2.687988,4,5
1346,1,-0.12223067,2.6889222,4,5
1346,2,-0.12399915,2.689856,4,2
1346,978,-1.8500279,3.6015003,5,4
1346,979,-1.8517964,3.6024344,5,4
1346,980,-1.8535649,3.6033685,5,4
1346,981,-1.8553334,3.6043024,5,4
1346,986,-1.8641756,3.6089728,2,5
1346,1967,-3.599047,4.525287,4,5
1346,1968,-3.6008153,4.5262213,4,5
1346,1969,-3.602584,4.5271554,4,5
1347,0,-0.1205517,2.689985,4,5
1347,1,-0.12232017,2.6909192,4,5
1347,2,-0.124088645,2.691853,4,2
1347,979,-1.8518859,3.6044314,5,4
1347,980,-1.8536544,3.6053655,5,4
1347,981,-1.855423,3.6062994,5,4
1347,982,-1.8571913,3.6072335,5,4
1347,1969,-3.6026733,4.5291524,4,5
1348,0,-0.12064119,2.6919818,4,5
1348,1,-0.12240966,2.692916,4,2
1348,2,-0.124178134,2.6938498,4,2
1348,981,-1.8555125,3.6082964,5,4
1348,982,-1.8572809,3.6092303,5,4
1348,983,-1.8590493,3.6101644,5,4
1348,984,-1.8608179,3.6110985,5,4
1348,985,-1.8625863,3.6120324,2,5
1349,2,-0.12426763,2.6958468,4,2
1349,982,-1.8573703,3.6112273,5,4
1349,983,-1.8591387,3.6121614,5,4
1349,984,-1.8609073,3.6130955,5,4
1349,985,-1.8626757,3.6140294,2,4
1350,984,-1.8609968,3.6150928,2,4
1351,481,-0.9715448,3.1472566,0,2
1351,984,-1.8610864,3.6170897,2,4
1354,480,-0.9700448,3.1523137,0,2
1356,479,-0.9684553,3.1553736,5,2
1357,479,-0.96854484,3.1573708,0,5
1358,478,-0.96686584,3.1584337,5,2
1360,478,-0.96704483,3.1624277,0,5
1360,1463,-2.7089899,4.0824785,2,5
1361,477,-0.9653659,3.1634905,5,2
1361,478,-0.96713436,3.1644247,0,5
