i,j,x,y,old,new
675,990,-1.8111976,2.2727091,5,2
675,991,-1.812966,2.273643,5,2
675,992,-1.8147343,2.2745771,5,2
675,1040,-1.899621,2.3194122,5,2
675,1041,-1.9013896,2.3203464,5,2
675,1042,-1.9031581,2.3212802,5,2
675,1043,-1.9049264,2.3222144,5,2
675,1044,-1.906695,2.3231485,5,2
675,1045,-1.9084635,2.3240824,5,2
675,1046,-1.9102318,2.3250165,5,2
675,1047,-1.9120004,2.3259506,5,2
675,1048,-1.9137689,2.3268847,5,2
675,1486,-2.6883595,2.7360036,3,5
676,67,-0.17898722,1.4125671,5,2
676,68,-0.1807557,1.4135011,5,2
676,75,-0.19313501,1.4200397,5,3
676,991,-1.8130554,2.27564,5,2
676,992,-1.8148237,2.2765741,5,2
676,993,-1.8165923,2.2775083,5,2
676,994,-1.8183608,2.2784421,5,2
676,995,-1.8201292,2.2793763,5,2
676,996,-1.8218977,2.2803104,5,2
676,997,-1.8236662,2.2812443,5,2
676,998,-1.8254346,2.2821784,5,2
676,999,-1.8272032,2.2831125,5,2
676,1000,-1.8289716,2.2840466,5,2
676,1001,-1.83074,2.2849805,5,2
676,1002,-1.8325086,2.2859147,5,2
676,1003,-1.834277,2.2868488,5,2
676,1004,-1.8360456,2.287783,5,2
676,1030,-1.8820258,2.3120685,5,2
676,1031,-1.8837942,2.3130026,5,2
676,1032,-1.8855627,2.3139365,5,2
676,1033,-1.8873312,2.3148706,5,2
676,1034,-1.8890996,2.3158047,5,2
676,1035,-1.8908681,2.3167386,5,2
676,1036,-1.8926367,2.3176727,5,2
676,1037,-1.894405,2.3186069,5,2
676,1038,-1.8961737,2.319541,5,2
676,1039,-1.8979421,2.320475,5,2
676,1040,-1.8997104,2.321409,5,2
676,1486,-2.6884491,2.7380004,3,5
677,60,-0.16669741,1.4080259,5,2
677,61,-0.16846588,1.4089599,5,2
677,72,-0.18791908,1.4192345,5,3
677,1002,-1.8325981,2.287912,5,2
677,1003,-1.8343666,2.2888458,5,2
677,1004,-1.8361351,2.2897801,5,2
677,1005,-1.8379035,2.290714,5,2
677,1006,-1.839672,2.291648,5,2
677,1007,-1.8414406,2.292582,5,2
677,1008,-1.8432089,2.2935162,5,2
677,1009,-1.8449774,2.2944503,5,2
677,1010,-1.846746,2.2953844,5,2
677,1011,-1.8485143,2.2963183,5,2
677,1012,-1.8502828,2.2972524,5,2
677,1013,-1.8520514,2.2981865,5,2
677,1014,-1.8538197,2.2991204,5,2
677,1015,-1.8555882,2.3000546,5,2
677,1016,-1.8573568,2.3009887,5,2
677,1017,-1.8591251,2.3019228,5,2
677,1018,-1.8608935,2.3028567,5,2
677,1019,-1.8626622,2.3037908,5,2
677,1020,-1.8644305,2.304725,5,2
677,1021,-1.8661991,2.305659,5,2
677,1022,-1.8679676,2.306593,5,2
677,1023,-1.869736,2.307527,5,2
677,1024,-1.8715045,2.3084612,5,2
677,1025,-1.873273,2.3093953,5,2
677,1026,-1.8750414,2.3103292,5,2
677,1027,-1.87681,2.3112633,5,2
677,1485,-2.6867702,2.7390637,3,5
678,52,-0.15263914,1.4025503,5,2
678,53,-0.15440762,1.4034843,5,2
678,69,-0.18270317,1.4184294,5,3
678,1485,-2.6868596,2.7410607,3,5
679,66,-0.17748724,1.4176241,5,3
679,1485,-2.6869493,2.7430577,3,5
680,63,-0.17227131,1.4168191,5,3
680,1485,-2.6870387,2.7450547,3,5
681,60,-0.1670554,1.416014,5,3
681,1484,-2.6853597,2.7461176,3,5
682,57,-0.16183949,1.4152087,5,3
682,1484,-2.6854491,2.7481146,3,5
683,54,-0.15662357,1.4144036,5,3
683,1484,-2.6855385,2.7501116,3,5
684,51,-0.15140764,1.4135984,5,3
684,1484,-2.6856282,2.7521086,3,5
685,48,-0.14619172,1.4127932,5,3
685,1483,-2.6839492,2.7531714,3,5
686,45,-0.1409758,1.411988,5,3
686,1483,-2.6840386,2.7551687,3,5
687,1483,-2.6841283,2.7571657,3,5
688,1483,-2.6842177,2.7591627,3,5
689,496,-0.93882525,1.839241,5,3
689,1482,-2.6825387,2.7602258,3,5
690,1482,-2.6826282,2.7622225,3,5
691,1482,-2.6827176,2.7642198,3,5
692,1481,-2.6810389,2.7652826,3,5
693,26,-0.10800131,1.4082199,3,5
693,1481,-2.6811283,2.7672796,3,5
694,25,-0.10632233,1.409283,3,5
696,22,-0.10119591,1.4104748,3,5
697,21,-0.09951693,1.4115378,3,5
698,20,-0.097837955,1.4126008,3,5
698,978,-1.7920343,2.3074317,5,4
698,1479,-2.6780386,2.7753963,5,3
700,17,-0.09271154,1.4137926,3,5
700,493,-0.93450433,1.858406,5,3
700,977,-1.7904447,2.3104918,5,4
700,1478,-2.6764493,2.7784567,5,3
701,16,-0.09103256,1.4148556,3,5
701,1478,-2.6765387,2.7804537,4,3
702,15,-0.089353584,1.4159185,3,5
702,976,-1.7888553,2.3135517,5,4
702,1477,-2.6748598,2.7815166,5,3
703,1477,-2.6749494,2.7835135,4,3
704,12,-0.08422716,1.4171103,3,5
704,975,-1.7872658,2.3166118,5,4
704,1476,-2.6732702,2.7845764,5,3
705,11,-0.082548186,1.4181733,3,5
705,1476,-2.6733599,2.7865734,4,3
706,10,-0.080869205,1.4192364,3,5
706,974,-1.7856764,2.3196719,5,4
706,1475,-2.671681,2.7876368,5,3
707,9,-0.07919023,1.4202992,3,5
707,1475,-2.6717703,2.7896335,4,3
708,973,-1.7840868,2.3227317,5,4
708,1474,-2.6700914,2.7906966,5,3
709,6,-0.07406381,1.421491,3,5
709,1473,-2.6684122,2.7917595,5,3
709,1474,-2.6701808,2.7926936,4,3
710,5,-0.072384834,1.422554,3,5
710,972,-1.7824974,2.3257916,5,4
710,1473,-2.6685016,2.7937565,5,3
711,4,-0.07070585,1.423617,3,5
711,1472,-2.666823,2.7948194,5,3
711,1473,-2.6685913,2.7957535,4,5
712,3,-0.06902688,1.4246799,3,5
712,971,-1.780908,2.3288517,5,4
712,1472,-2.6669123,2.7968163,5,3
713,3,-0.06911638,1.426677,3,5
713,1471,-2.6652336,2.7978795,5,3
713,1472,-2.667002,2.7988136,4,5
714,2,-0.06743741,1.42774,3,5
714,970,-1.7793185,2.3319116,5,4
714,1471,-2.665323,2.7998765,5,3
715,2,-0.0675269,1.429737,3,5
715,487,-0.92523587,1.8827568,5,4
715,1470,-2.6636438,2.8009393,5,3
715,1471,-2.6654124,2.8018734,4,5
716,1,-0.06584792,1.4307998,3,5
716,969,-1.7777289,2.3349714,5,4
716,1470,-2.6637335,2.8029363,5,3
717,1,-0.06593742,1.432797,3,5
717,486,-0.9236464,1.8858169,5,4
717,1469,-2.6620545,2.8039994,5,3
717,1470,-2.663823,2.8049335,4,5
718,0,-0.06425844,1.4338598,3,5
718,968,-1.7761395,2.3380315,5,4
718,1469,-2.662144,2.8059964,5,3
719,0,-0.06434794,1.4358569,3,5
719,485,-0.9220569,1.8888768,5,4
719,1468,-2.660465,2.8070593,5,3
719,1469,-2.6622336,2.8079934,4,5
720,967,-1.77455,2.3410916,5,4
720,1468,-2.6605544,2.8090563,5,3
720,1969,-3.546559,3.2770214,3,5
721,484,-0.92046744,1.8919368,5,4
721,1467,-2.6588755,2.8101192,5,3
721,1468,-2.660644,2.8110533,4,5
721,1969,-3.5466487,3.2790184,3,5
722,966,-1.7729605,2.3441515,5,4
722,1467,-2.6589649,2.8121164,5,3
722,1952,-3.516674,3.2651362,4,5
722,1968,-3.5449696,3.2800813,3,5
723,483,-0.91887796,1.8949966,5,4
723,1466,-2.657286,2.8131793,5,3
723,1467,-2.6590543,2.8141131,4,5
723,1968,-3.545059,3.2820783,3,5
724,965,-1.771371,2.3472114,5,4
724,1466,-2.6573756,2.8151765,5,3
724,1951,-3.5150845,3.268196,4,5
724,1967,-3.5433803,3.2831411,3,5
725,482,-0.9172885,1.8980567,5,4
725,1465,-2.6556964,2.8162394,5,3
725,1466,-2.657465,2.8171735,4,5
725,1967,-3.5434697,3.2851381,3,5
726,964,-1.7697816,2.3502715,5,4
726,1465,-2.6557858,2.8182364,5,3
726,1950,-3.513495,3.2712562,4,5
726,1966,-3.5417905,3.286201,3,5
727,481,-0.915699,1.9011167,5,4
727,1464,-2.654107,2.8192992,5,3
727,1465,-2.6558754,2.8202333,4,5
727,1966,-3.5418801,3.2881982,3,5
728,963,-1.768192,2.3533316,5,4
728,1464,-2.6541965,2.8212962,5,3
728,1949,-3.5119057,3.2743163,4,5
728,1965,-3.540201,3.289261,3,5
729,480,-0.9141095,1.9041767,5,4
729,1463,-2.6525178,2.822359,5,3
729,1464,-2.6542861,2.8232932,4,5
729,1965,-3.5402906,3.291258,3,5
730,962,-1.7666026,2.3563914,5,4
730,1462,-2.6508386,2.823422,5,3
730,1463,-2.6526072,2.824356,5,3
730,1948,-3.5103161,3.2773762,4,5
730,1964,-3.5386117,3.2923212,3,5
731,479,-0.91252005,1.9072366,5,4
731,1462,-2.650928,2.825419,5,3
731,1463,-2.6526966,2.826353,4,5
731,1963,-3.5369327,3.293384,3,5
731,1964,-3.538701,3.2943182,3,5
732,961,-1.7650131,2.3594513,5,4
732,1461,-2.649249,2.826482,5,3
732,1947,-3.5087266,3.280436,4,5
732,1963,-3.5370224,3.295381,3,5
733,478,-0.9109306,1.9102967,5,4
733,1461,-2.6493385,2.8284793,5,3
733,1462,-2.651107,2.8294132,4,5
733,1962,-3.5353432,3.296444,3,5
734,960,-1.7634237,2.3625114,5,4
734,1460,-2.6476595,2.8295422,5,3
734,1946,-3.507137,3.2834961,4,5
734,1962,-3.5354326,3.298441,3,5
735,477,-0.9093411,1.9133565,5,4
735,1460,-2.6477492,2.8315392,5,3
735,1461,-2.6495175,2.8324733,4,5
735,1961,-3.5337539,3.299504,3,5
736,477,-0.9094306,1.9153538,5,4
736,959,-1.7618341,2.3655715,5,4
736,1459,-2.64607,2.832602,5,3
736,1945,-3.5055475,3.2865562,4,5
736,1961,-3.5338433,3.3015013,3,5
737,476,-0.9077516,1.9164165,5,4
737,1459,-2.6461596,2.834599,5,3
737,1460,-2.6479282,2.8355331,4,5
737,1960,-3.532164,3.302564,3,5
738,476,-0.90784115,1.9184136,5,4
738,958,-1.7602447,2.3686314,5,4
738,1458,-2.6444807,2.8356621,5,3
738,1944,-3.5039582,3.289616,4,5
738,1960,-3.5322535,3.3045611,3,5
739,475,-0.90616214,1.9194767,5,4
739,1458,-2.64457,2.8376594,5,3
739,1459,-2.6463385,2.8385932,4,5
739,1959,-3.5305746,3.305624,3,5
740,475,-0.90625167,1.9214735,5,4
740,957,-1.7586552,2.3716912,5,4
740,1457,-2.6428914,2.8387222,5,3
740,1943,-3.5023687,3.292676,4,5
740,1959,-3.5306642,3.307621,3,5
741,474,-0.9045726,1.9225366,5,4
741,1457,-2.6429808,2.8407192,5,3
741,1458,-2.6447492,2.8416533,4,5
741,1958,-3.5289853,3.308684,3,5
742,474,-0.90466213,1.9245335,5,4
742,956,-1.7570658,2.374751,5,4
742,1456,-2.6413016,2.841782,5,3
742,1942,-3.5007792,3.2957358,4,5
742,1958,-3.5290747,3.3106809,3,5
743,473,-0.9029832,1.9255965,5,4
743,1456,-2.6413913,2.843779,5,3
743,1457,-2.6431599,2.8447132,4,5
743,1942,-3.5008688,3.297733,4,5
743,1957,-3.5273957,3.3117437,3,5
744,473,-0.9030727,1.9275935,5,4
744,955,-1.7554762,2.3778112,5,4
744,1455,-2.639712,2.844842,5,3
744,1941,-3.4991896,3.298796,4,5
744,1957,-3.5274851,3.3137407,3,5
745,472,-0.90139365,1.9286565,5,4
745,1455,-2.6398017,2.846839,5,3
745,1456,-2.6415703,2.847773,4,5
745,1941,-3.4992793,3.300793,4,5
745,1956,-3.5258064,3.3148038,3,5
746,472,-0.9014832,1.9306536,5,4
746,954,-1.7538868,2.3808713,5,4
746,1454,-2.6381228,2.847902,5,3
746,1940,-3.4976,3.301856,4,5
746,1956,-3.5258958,3.316801,3,5
747,471,-0.89980423,1.9317164,5,4
747,1454,-2.6382122,2.849899,5,3
747,1455,-2.6399806,2.850833,4,5
747,1940,-3.4976895,3.303853,4,5
747,1955,-3.524217,3.317864,3,5
748,471,-0.89989376,1.9337134,5,4
748,953,-1.7522973,2.3839312,5,4
748,1453,-2.6365333,2.850962,5,3
748,1939,-3.4960108,3.304916,4,5
748,1955,-3.5243065,3.319861,3,5
749,469,-0.8964462,1.9338424,3,5
749,470,-0.89821476,1.9347764,5,4
749,1453,-2.6366227,2.852959,5,3
749,1454,-2.6383913,2.853893,4,5
749,1939,-3.4961002,3.306913,4,5
749,1954,-3.5226274,3.3209238,3,5
750,470,-0.8983043,1.9367735,5,4
750,952,-1.7507079,2.3869913,5,4
750,970,-1.7825403,2.4038043,5,3
750,1452,-2.6349437,2.854022,5,3
750,1938,-3.4944212,3.307976,4,5
750,1954,-3.5227168,3.3229208,3,5
751,468,-0.8948568,1.9369023,3,5
751,469,-0.8966252,1.9378364,5,4
751,1451,-2.633265,2.855085,5,3
751,1452,-2.6350334,2.856019,5,3
751,1453,-2.6368017,2.856953,4,5
751,1938,-3.494511,3.3099728,4,5
751,1953,-3.5210378,3.3239837,3,5
752,469,-0.89671475,1.9398334,5,4
752,951,-1.7491182,2.3900511,5,4
752,969,-1.7809508,2.4068642,5,3
752,1451,-2.6333544,2.857082,5,3
752,1937,-3.4928317,3.3110359,4,5
752,1952,-3.5193589,3.325047,3,5
752,1953,-3.5211272,3.325981,3,5
753,467,-0.8932673,1.9399624,3,5
753,468,-0.8950358,1.9408964,5,4
753,1450,-2.6316755,2.8581448,5,3
753,1452,-2.6352124,2.860013,4,5
753,1937,-3.4929214,3.3130329,4,5
753,1952,-3.5194485,3.327044,3,5
754,468,-0.8951253,1.9428934,5,4
754,950,-1.7475289,2.3931112,5,4
754,968,-1.7793614,2.4099243,5,3
754,1450,-2.631765,2.8601418,5,3
754,1936,-3.4912424,3.314096,4,5
754,1951,-3.5177693,3.3281069,3,5
755,466,-0.8916778,1.9430224,3,5
755,467,-0.89344627,1.9439564,5,4
755,1449,-2.630086,2.861205,5,3
755,1451,-2.633623,2.863073,4,5
755,1936,-3.4913318,3.316093,4,5
755,1951,-3.5178587,3.3301039,3,5
756,467,-0.8935358,1.9459534,5,4
756,949,-1.7459394,2.396171,5,4
756,967,-1.7777718,2.4129841,5,3
756,1449,-2.6301756,2.8632019,5,3
756,1935,-3.4896529,3.3171558,4,5
756,1950,-3.51618,3.3311667,3,5
757,465,-0.8900884,1.9460824,3,5
757,466,-0.8918568,1.9470164,5,4
757,467,-0.89362526,1.9479504,5,4
757,1448,-2.6284962,2.864265,5,3
757,1450,-2.6320333,2.866133,4,5
757,1935,-3.4897423,3.3191528,4,5
757,1950,-3.5162694,3.3331637,3,5
758,466,-0.8919463,1.9490134,5,4
758,948,-1.7443498,2.399231,5,4
758,966,-1.7761824,2.4160442,5,3
758,1448,-2.6285856,2.866262,5,3
758,1934,-3.488063,3.3202157,4,5
758,1949,-3.5145905,3.3342266,3,5
759,464,-0.88849884,1.9491422,3,5
759,465,-0.8902674,1.9500763,5,4
759,466,-0.8920358,1.9510103,5,4
759,1447,-2.6269069,2.8673248,5,3
759,1449,-2.630444,2.869193,4,5
759,1934,-3.4881527,3.3222127,4,5
759,1949,-3.5146801,3.3362236,3,5
760,465,-0.8903569,1.9520735,5,4
760,947,-1.7427604,2.4022913,5,4
760,965,-1.7745929,2.419104,5,3
760,1447,-2.6269963,2.8693218,5,3
760,1933,-3.4864738,3.3232758,4,5
760,1948,-3.513001,3.3372867,3,5
761,463,-0.88690937,1.9522023,3,5
761,464,-0.88867784,1.9531363,5,4
761,465,-0.89044636,1.9540704,5,4
761,1446,-2.6253176,2.8703847,5,3
761,1448,-2.6288543,2.872253,4,5
761,1933,-3.4865634,3.3252728,4,5
761,1948,-3.5130906,3.3392837,3,5
762,464,-0.88876736,1.9551333,5,4
762,946,-1.741171,2.4053512,5,4
762,964,-1.7730035,2.4221642,5,3
762,1446,-2.625407,2.8723817,5,3
762,1932,-3.4848845,3.326336,4,5
762,1947,-3.5114114,3.3403468,3,5
763,462,-0.8853199,1.9552622,3,5
763,463,-0.88708836,1.9561963,5,4
763,464,-0.8888568,1.9571303,5,4
763,1445,-2.6237278,2.8734446,5,3
763,1447,-2.6272647,2.8753128,4,5
763,1932,-3.484974,3.328333,4,5
763,1947,-3.5115008,3.3423438,3,5
764,463,-0.8871779,1.9581933,5,4
764,945,-1.7395813,2.408411,5,4
764,963,-1.7714139,2.425224,5,3
764,1445,-2.6238174,2.8754416,5,3
764,1931,-3.483295,3.3293958,4,5
764,1932,-3.4850636,3.33033,4,5
764,1946,-3.5098221,3.3434067,3,5
765,461,-0.8837304,1.9583223,3,5
765,462,-0.8854989,1.9592563,5,4
765,463,-0.88726735,1.9601904,5,4
765,1444,-2.6221385,2.876505,5,3
765,1446,-2.6256754,2.878373,4,5
765,1931,-3.4833844,3.3313928,4,5
765,1946,-3.5099115,3.3454037,3,5
766,462,-0.8855884,1.9612533,5,4
766,944,-1.7379919,2.411471,5,4
766,962,-1.7698245,2.4282842,5,3
766,1444,-2.622228,2.878502,5,3
766,1930,-3.4817054,3.3324556,4,5
766,1931,-3.4834738,3.3333898,4,5
766,1945,-3.5082324,3.3464665,3,5
767,460,-0.88214093,1.9613822,3,5
767,461,-0.8839094,1.9623163,5,4
767,462,-0.8856779,1.9632503,5,4
767,1443,-2.6205492,2.8795648,5,3
767,1445,-2.624086,2.8814328,4,5
767,1930,-3.481795,3.3344526,4,5
767,1945,-3.508322,3.3484635,3,5
768,461,-0.88399893,1.9643133,5,4
768,943,-1.7364025,2.414531,5,4
768,961,-1.768235,2.431344,5,3
768,1443,-2.6206386,2.8815618,5,3
768,1929,-3.4801161,3.3355157,4,5
768,1930,-3.4818845,3.3364496,4,5
768,1944,-3.506643,3.3495266,3,5
769,459,-0.88055146,1.9644423,3,5
769,460,-0.8823199,1.9653763,5,4
769,461,-0.8840884,1.9663104,5,4
769,1442,-2.6189597,2.8826246,5,3
769,1444,-2.6224966,2.8844929,4,5
769,1929,-3.4802058,3.337513,4,5
769,1944,-3.5067327,3.3515239,3,5
770,458,-0.8788725,1.9655051,3,5
770,460,-0.88240945,1.9673731,5,4
770,942,-1.7348131,2.4175909,5,4
770,960,-1.7666456,2.434404,5,3
770,1442,-2.619049,2.8846216,5,3
770,1928,-3.4785264,3.3385756,4,5
770,1929,-3.4802952,3.3395097,4,5
770,1943,-3.5050535,3.3525865,3,5
771,458,-0.878962,1.9675021,3,5
771,459,-0.88073045,1.9684362,5,4
771,460,-0.8824989,1.9693702,5,4
771,959,-1.7649666,2.435467,5,3
771,1441,-2.61737,2.8856847,5,3
771,1443,-2.620907,2.8875527,4,5
771,1928,-3.4786158,3.3405728,4,5
771,1943,-3.505143,3.3545837,3,5
772,457,-0.87728304,1.9685652,3,5
772,459,-0.88082,1.9704334,5,4
772,941,-1.7332234,2.420651,5,4
772,959,-1.765056,2.4374642,5,3
772,1441,-2.6174595,2.887682,5,3
772,1927,-3.476937,3.3416357,4,5
772,1928,-3.4787054,3.3425698,4,5
772,1942,-3.5034642,3.3556466,3,5
773,457,-0.8773725,1.9705621,3,5
773,458,-0.879141,1.9714961,5,4
773,459,-0.88090944,1.9724302,5,4
773,958,-1.7633771,2.4385269,5,3
773,1440,-2.6157806,2.8887448,5,3
773,1442,-2.6193175,2.8906126,4,5
773,1927,-3.4770265,3.3436327,4,5
773,1942,-3.5035536,3.3576436,3,5
774,456,-0.87569356,1.9716251,3,5
774,458,-0.8792305,1.9734933,5,4
774,940,-1.7316341,2.423711,5,4
774,958,-1.7634666,2.440524,5,3
774,1439,-2.6141014,2.8898077,5,3
774,1440,-2.61587,2.8907418,5,3
774,1926,-3.4753473,3.3446956,4,5
774,1927,-3.4771159,3.3456297,4,5
774,1941,-3.5018744,3.3587065,3,5
775,456,-0.875783,1.9736221,3,5
775,457,-0.8775515,1.9745561,5,4
775,458,-0.87931997,1.9754901,5,4
775,939,-1.7299552,2.4247737,5,4
775,957,-1.7617877,2.441587,5,3
775,1439,-2.614191,2.8918047,5,3
775,1441,-2.617728,2.8936727,4,5
775,1926,-3.475437,3.3466926,4,5
775,1941,-3.501964,3.3607035,3,5
776,455,-0.8741041,1.9746851,3,5
776,457,-0.877641,1.9765532,5,4
776,939,-1.7300446,2.426771,5,4
776,957,-1.7618771,2.443584,5,3
776,1438,-2.612512,2.8928676,5,3
776,1439,-2.6142805,2.8938017,5,3
776,1440,-2.616049,2.8947358,4,5
776,1925,-3.473758,3.3477554,4,5
776,1926,-3.4755263,3.3486896,4,5
776,1940,-3.500285,3.3617663,3,5
777,455,-0.87419355,1.9766821,3,5
777,456,-0.875962,1.9776161,5,4
777,457,-0.8777305,1.9785502,5,4
777,938,-1.7283655,2.4278338,5,4
777,956,-1.7601981,2.4446468,5,3
777,1438,-2.6126018,2.8948646,5,3
777,1440,-2.6161387,2.8967328,4,5
777,1925,-3.4738476,3.3497524,4,5
777,1940,-3.5003746,3.3637633,3,5
778,454,-0.8725146,1.977745,3,5
778,456,-0.87605155,1.9796131,5,4
778,938,-1.7284551,2.4298308,5,4
778,956,-1.7602876,2.4466438,5,3
778,1437,-2.6109228,2.8959274,5,3
778,1439,-2.6144595,2.8977957,4,5
778,1924,-3.4721687,3.3508155,4,5
778,1925,-3.473937,3.3517494,4,5
778,1939,-3.4986956,3.3648264,3,5
779,454,-0.8726041,1.979742,3,5
779,455,-0.87437254,1.9806762,5,4
779,456,-0.876141,1.9816103,5,4
779,937,-1.7267761,2.430894,5,4
779,955,-1.7586087,2.447707,5,3
779,1437,-2.6110122,2.8979247,5,3
779,1439,-2.614549,2.8997927,4,5
779,1924,-3.472258,3.3528128,4,5
779,1938,-3.4970167,3.3658895,3,5
780,453,-0.8709251,1.980805,3,5
780,455,-0.87446207,1.9826732,5,4
780,937,-1.7268655,2.432891,5,4
780,955,-1.7586981,2.449704,5,3
780,1436,-2.6093333,2.8989875,5,3
780,1438,-2.6128702,2.9008555,4,5
780,1923,-3.4705791,3.3538756,4,5
780,1924,-3.4723477,3.3548098,4,5
780,1938,-3.4971063,3.3678865,3,5
781,453,-0.8710146,1.982802,3,5
781,454,-0.87278306,1.983736,5,4
781,455,-0.87455153,1.9846702,5,4
781,936,-1.7251867,2.4339538,5,4
781,954,-1.7570192,2.450767,5,3
781,1436,-2.6094227,2.9009845,5,3
781,1438,-2.6129596,2.9028525,4,5
781,1923,-3.4706686,3.3558726,4,5
781,1937,-3.4954271,3.3689494,3,5
782,452,-0.86933565,1.983865,3,5
782,454,-0.8728726,1.985733,5,4
782,936,-1.7252762,2.4359508,5,4
782,954,-1.7571087,2.452764,5,3
782,1435,-2.6077435,2.9020476,5,3
782,1437,-2.6112807,2.9039156,4,5
782,1922,-3.4689896,3.3569355,4,5
782,1923,-3.470758,3.3578696,4,5
782,1937,-3.4955165,3.3709464,3,5
783,452,-0.8694251,1.985862,3,5
783,453,-0.8711936,1.9867961,5,4
783,454,-0.87296206,1.9877303,5,4
783,935,-1.7235972,2.4370139,5,4
783,953,-1.7554297,2.453827,5,3
783,1435,-2.6078331,2.9040446,5,3
783,1437,-2.6113703,2.9059129,4,5
783,1922,-3.4690793,3.3589325,4,5
783,1936,-3.4938378,3.3720095,3,5
784,451,-0.8677462,1.9869249,3,5
784,453,-0.8712831,1.988793,5,4
784,935,-1.7236866,2.4390106,5,4
784,953,-1.7555192,2.455824,5,3
784,1434,-2.6061542,2.9051075,5,3
784,1436,-2.6096911,2.9069755,4,5
784,1921,-3.4674,3.3599954,4,5
784,1922,-3.4691687,3.3609295,4,5
784,1936,-3.4939272,3.3740063,3,5
785,451,-0.86783564,1.988922,3,5
785,452,-0.8696041,1.989856,5,4
785,453,-0.8713726,1.9907901,5,4
785,934,-1.7220076,2.4400737,5,4
785,952,-1.7538402,2.4568868,5,3
785,1434,-2.6062438,2.9071045,5,3
785,1436,-2.6097808,2.9089727,4,5
785,1921,-3.4674897,3.3619926,4,5
785,1935,-3.4922483,3.3750696,3,5
786,450,-0.86615664,1.989985,3,5
786,452,-0.86969364,1.991853,5,4
786,453,-0.8714621,1.9927871,5,4
786,454,-0.8732306,1.9937212,5,4
786,934,-1.7220972,2.4420707,5,4
786,952,-1.7539297,2.4588838,5,3
786,1433,-2.6045647,2.9081674,5,3
786,1435,-2.6081016,2.9100356,4,5
786,1920,-3.4658105,3.3630555,4,5
786,1921,-3.4675791,3.3639896,4,5
786,1935,-3.4923377,3.3770666,3,5
787,450,-0.8662461,1.991982,3,5
787,451,-0.86801463,1.992916,5,4
787,452,-0.8697831,1.99385,5,4
787,453,-0.8715516,1.9947841,5,4
787,454,-0.87332004,1.9957182,5,4
787,455,-0.8750885,1.9966522,5,4
787,933,-1.7204183,2.4431338,5,4
787,951,-1.7522507,2.4599469,5,3
787,1433,-2.604654,2.9101644,5,3
787,1435,-2.608191,2.9120326,4,5
787,1920,-3.4659,3.3650525,4,5
787,1934,-3.4906585,3.3781295,3,5
788,449,-0.8645672,1.993045,3,5
788,451,-0.86810416,1.9949131,5,4
788,452,-0.8698726,1.9958472,5,4
788,453,-0.8716411,1.9967812,5,4
788,454,-0.87340957,1.9977152,5,4
788,455,-0.87517804,1.9986494,5,4
788,456,-0.8769465,1.9995835,5,4
788,457,-0.878715,2.0005174,5,4
788,933,-1.7205077,2.4451308,5,4
788,951,-1.7523401,2.4619439,5,3
788,1432,-2.6029754,2.9112277,5,3
788,1434,-2.6065123,2.9130957,4,5
788,1919,-3.4642212,3.3661156,4,5
788,1920,-3.4659896,3.3670497,4,5
788,1934,-3.4907482,3.3801265,3,5
789,449,-0.8646567,1.9950418,3,5
789,450,-0.8664251,1.995976,5,4
789,451,-0.8681936,1.99691,5,4
789,452,-0.8699621,1.997844,5,4
789,453,-0.87173057,1.9987781,5,4
789,454,-0.87349904,1.9997122,5,4
789,455,-0.8752675,2.000646,5,4
789,456,-0.877036,2.0015802,5,4
789,457,-0.87880445,2.0025144,5,4
789,458,-0.8805729,2.0034485,5,4
789,932,-1.7188287,2.4461937,5,4
789,950,-1.7506613,2.4630067,5,3
789,1432,-2.6030648,2.9132245,5,3
789,1434,-2.6066017,2.9150925,4,5
789,1919,-3.4643106,3.3681126,4,5
789,1933,-3.4890692,3.3811893,3,5
790,448,-0.86297774,1.996105,3,5
790,450,-0.8665146,1.997973,5,4
790,451,-0.86828315,1.9989071,5,4
790,452,-0.8700516,1.9998412,5,4
790,453,-0.8718201,2.0007753,5,4
790,454,-0.87358856,2.0017092,5,4
790,455,-0.87535703,2.0026433,5,4
790,456,-0.8771255,2.0035775,5,4
790,457,-0.878894,2.0045114,5,4
790,458,-0.88066244,2.0054455,5,4
790,459,-0.8824309,2.0063796,5,4
790,460,-0.8841994,2.0073137,5,4
790,932,-1.7189182,2.4481907,5,4
790,950,-1.7507508,2.465004,5,3
790,1431,-2.6013856,2.9142876,5,3
790,1433,-2.6049225,2.9161556,4,5
790,1918,-3.4626317,3.3691754,4,5
790,1919,-3.4644,3.3701096,4,5
790,1933,-3.4891586,3.3831863,3,5
791,447,-0.86129874,1.9971678,3,5
791,448,-0.8630672,1.998102,3,5
791,449,-0.8648357,1.999036,5,4
791,450,-0.8666041,1.99997,5,4
791,451,-0.8683726,2.000904,5,4
791,452,-0.8701411,2.0018382,5,4
791,453,-0.87190956,2.0027723,5,4
791,454,-0.873678,2.0037062,5,4
791,455,-0.8754465,2.0046403,5,4
791,456,-0.87721497,2.0055745,5,4
791,457,-0.87898344,2.0065084,5,4
791,458,-0.8807519,2.0074425,5,4
791,459,-0.8825204,2.0083766,5,4
791,460,-0.88428885,2.0093107,5,4
791,461,-0.8860573,2.0102446,5,4
791,931,-1.7172393,2.4492536,5,4
